FatigueLevel StressLevel
0.037022 0.490000
0.758669 0.792677
0.162592 0.336126
0.135675 0.412304
0.789415 0.981496
0.748183 0.975906
0.491713 0.516602
0.830314 0.902835
0.194339 0.460028
0.804578 0.933959
0.090912 0.393005
0.750660 0.932179
0.183892 0.473686
0.500277 0.551255
0.483327 0.333658
0.161478 0.482353
0.723224 0.823737
0.078009 0.431676
0.582764 0.621741
0.168998 0.490000
0.476964 0.350621
0.702708 0.950012
0.118819 0.340772
0.155856 0.439773
0.516361 0.504885
0.634631 0.778892
0.291684 0.385945
0.464138 0.502879
0.387566 0.314725
0.808866 0.919058
0.682789 0.853238
0.447762 0.376056
0.779622 0.984911
0.465379 0.293619
0.671201 0.731311
0.553120 0.547768
0.758297 0.847491
0.392588 0.325992
0.443543 0.376030
0.428245 0.420661
0.687660 0.833797
0.723713 0.934071
0.495253 0.315067
0.588165 0.726895
0.631747 0.503781
0.271322 0.400031
0.248624 0.438399
0.757917 0.749444
0.536970 0.670936
0.039228 0.425676
0.059933 0.486987
0.732446 0.830920
0.624864 0.769979
0.236107 0.416716
0.299329 0.381356
0.704653 0.853389
0.694286 0.868201
0.179233 0.440614
0.670814 0.739969
0.121995 0.460622
0.213771 0.446042
0.744496 0.817003
0.769688 0.939258
0.377271 0.440858
0.111054 0.417806
0.575878 0.791085
0.569718 0.743334
0.573270 0.565622
0.162700 0.490000
0.132601 0.490000
0.373022 0.356206
0.177986 0.452315
0.606933 0.749098
0.258150 0.368502
0.716236 0.916067
0.159657 0.450125
0.471455 0.275093
0.047221 0.442916
0.017194 0.490000
0.331751 0.417158
0.621024 0.836301
0.586764 0.650482
0.707182 0.825439
0.512632 0.588575
0.185079 0.490000
0.783592 0.965474
0.298950 0.429518
0.032526 0.490000
0.668008 0.618435
0.183858 0.490000
0.168808 0.486927
0.736777 0.854086
0.576058 0.662293
0.284154 0.352521
0.748133 0.939315
0.408611 0.393763
0.640646 0.831902
0.170533 0.346934
0.187791 0.311114
0.329992 0.484824
0.356622 0.408576
0.619932 0.532104
0.646489 0.667559
0.405057 0.377277
0.673868 0.869225
0.446279 0.333584
0.801172 0.991989
0.575234 0.600927
0.315569 0.411790
0.307925 0.358704
0.566318 0.684263
0.542398 0.590575
0.602406 0.623552
0.045603 0.490000
0.338782 0.373985
0.296207 0.427754
0.183181 0.470768
0.009111 0.490000
0.056737 0.432575
0.717185 0.690098
0.152121 0.454626
0.567010 0.579303
0.574147 0.704667
0.752084 0.882442
0.452691 0.310140
0.733094 0.759887
0.021580 0.465915
0.214497 0.466180
0.462677 0.515567
0.802675 0.971808
0.675263 0.790086
0.771137 0.866557
0.648190 0.530176
0.560666 0.719308
0.691015 0.725884
0.331261 0.298660
0.739643 0.885204
0.353121 0.371789
0.231849 0.490000
0.454660 0.275665
0.552205 0.618025
0.351509 0.423077
0.447414 0.362999
0.586284 0.653645
0.722526 0.909594
0.785159 0.897405
0.640612 0.757798
0.227828 0.405771
0.582588 0.614040
0.192549 0.445901
0.554836 0.638414
0.321210 0.339658
0.554756 0.509116
0.651318 0.642436
0.562566 0.606552
0.234330 0.448821
0.025739 0.459686
0.547713 0.591059
0.368948 0.384480
0.038867 0.490000
0.365997 0.437722
0.456620 0.355796
0.463768 0.569826
0.070042 0.467441
0.565543 0.571248
0.467839 0.521706
0.186009 0.440476
0.721863 0.984097
0.140386 0.490000
0.256047 0.442909
0.613593 0.745797
0.576507 0.722653
0.347874 0.412361
0.481611 0.326979
0.725856 0.833432
0.135416 0.443898
0.028152 0.490000
0.417651 0.366921
0.798035 0.935485
0.577485 0.629902
0.091702 0.442521
0.401740 0.351355
0.769494 0.934452
0.053946 0.412704
0.717656 0.940040
0.446023 0.488481
0.586726 0.530071
0.550699 0.514624
0.055599 0.480847
0.623483 0.741773
0.194085 0.451113
0.361226 0.415206
0.486505 0.368047
0.324605 0.490000
0.278401 0.490000
0.018443 0.411391
0.663858 0.775113
0.776066 0.898269
0.694756 0.891193
0.257117 0.486749
0.512995 0.589842
0.584822 0.609607
0.761250 0.935922
0.761475 0.908984
0.107911 0.490000
0.411300 0.423394
0.514959 0.536099
0.274367 0.404196
0.625699 0.760479
0.048917 0.476126
0.305926 0.354841
0.742862 0.829443
0.280639 0.471787
0.421391 0.581812
0.731052 0.783656
0.722513 0.888298
0.015715 0.462957
0.561060 0.614977
0.612345 0.676711
0.756434 0.975432
0.322586 0.417713
0.373246 0.455808
0.562432 0.634497
0.051562 0.490000
0.652832 0.785305
0.448555 0.478968
0.345469 0.439916
0.698026 0.880512
0.565403 0.696247
0.279202 0.366322
0.443852 0.376672
0.259395 0.389050
0.336068 0.425670
0.648690 0.852340
0.403417 0.300464
0.318779 0.472710
0.534844 0.590719
0.002531 0.490000
0.601201 0.724347
0.246898 0.378154
0.244726 0.397737
0.470229 0.309451
0.766613 0.996242
0.659421 0.740761
0.571929 0.679617
0.654709 0.808325
0.484955 0.422207
0.187435 0.415996
0.006077 0.456559
0.692684 0.914442
0.303215 0.412614
0.678284 0.772245
0.650526 0.881143
0.651679 0.844732
0.665978 0.686626
0.571636 0.552055
0.515947 0.553438
0.193368 0.425689
0.106170 0.490000
0.364108 0.350923
0.754691 0.868437
0.313779 0.490000
0.354036 0.370330
0.407731 0.317787
0.473624 0.311980
0.546836 0.533919
0.697855 0.767914
0.851676 0.995628
0.742756 0.770648
0.732593 0.972307
0.445003 0.353750
0.012675 0.490000
0.469749 0.273906
0.252626 0.420704
0.531632 0.590488
0.036382 0.490000
0.553109 0.677498
0.274613 0.353595
0.603935 0.636813
0.397406 0.386248
0.099837 0.393343
0.675332 0.713091
0.356090 0.431023
0.702476 0.702070
0.063530 0.490000
0.618103 0.597889
0.684542 0.918507
0.663503 0.605331
0.482539 0.514987
0.666096 0.706775
0.445572 0.397975
0.634815 0.901513
0.357298 0.480550
0.736852 0.859062
0.697823 0.885461
0.753098 0.947095
0.316153 0.395002
0.736326 0.908917
0.271348 0.466353
0.749432 0.990593
0.600280 0.558654
0.159002 0.454726
0.165449 0.423840
0.466209 0.541191
0.129390 0.402020
0.586531 0.607838
0.488889 0.536223
0.853833 0.931399
0.035284 0.397371
0.734199 0.847572
0.292888 0.413438
0.286719 0.415472
0.048588 0.471787
0.438736 0.459002
0.438687 0.460842
0.797819 0.880514
0.825156 0.936712
0.553275 0.543933
0.680705 0.758856
0.468077 0.346597
0.684427 0.801724
0.663080 0.997070
0.430365 0.325512
0.623572 0.739591
0.481224 0.274256
0.623446 0.645831
0.511720 0.564197
0.498776 0.737315
0.228035 0.467170
0.018674 0.490000
0.140467 0.454726
0.504344 0.574172
0.737627 0.934136
0.277177 0.389601
0.140482 0.421309
0.611429 0.762582
0.259165 0.457061
0.034681 0.490000
0.479988 0.547857
0.610886 0.669725
0.270318 0.454453
0.044246 0.383354
0.017971 0.390939
0.523429 0.533675
0.316551 0.462222
0.765425 0.789193
0.636726 0.847734
0.681957 0.805167
0.125121 0.490000
0.858670 0.998562
0.187306 0.490000
0.069747 0.471957
0.261549 0.402150
0.404060 0.309642
0.232799 0.413026
0.519158 0.568220
0.416221 0.369407
0.870623 0.993315
0.330099 0.296874
0.723427 0.827256
0.634728 0.668448
0.427730 0.304272
0.435730 0.464752
0.209800 0.435178
0.630415 0.809306
0.260034 0.457867
0.316765 0.423528
0.866496 0.984706
0.569097 0.565784
0.311649 0.444381
0.481086 0.324517
0.745150 0.954516
0.375436 0.415359
0.194601 0.455199
0.118625 0.418304
0.146605 0.460824
0.828058 0.947050
0.318205 0.350461
0.196549 0.384761
0.675695 0.894849
0.562446 0.511819
0.318715 0.426599
0.738818 0.966938
0.304782 0.405261
0.506360 0.539710
0.700726 0.819263
0.701842 0.753734
0.542818 0.615974
0.145615 0.487458
0.438670 0.350823
0.492051 0.520055
0.496482 0.275268
0.022723 0.424217
0.662529 0.694279
0.737267 0.854530
0.464159 0.437230
0.485891 0.263989
0.622355 0.662167
0.687161 0.829354
0.348508 0.382003
0.401836 0.309521
0.059797 0.490000
0.178377 0.393526
0.653035 0.628281
0.267887 0.389435
0.583156 0.600262
0.501120 0.515793
0.751836 0.912908
0.046991 0.490000
0.684141 0.890263
0.793094 0.886737
0.799192 0.900864
0.112135 0.485225
0.254285 0.467796
0.012710 0.458370
0.433536 0.379843
0.617431 0.848736
0.042053 0.461520
0.571094 0.618772
0.144876 0.404675
0.227271 0.464746
0.653271 0.809078
0.397896 0.385953
0.485362 0.516263
0.367536 0.425127
0.487197 0.387935
0.470115 0.384848
0.181815 0.407293
0.042674 0.490000
0.732702 0.889923
0.314471 0.374310
0.708647 0.766479
0.291828 0.387980
0.664880 0.858075
0.576486 0.536748
0.224223 0.406931
0.081467 0.490000
0.851601 0.984439
0.795523 0.919931
0.407234 0.435293
0.470732 0.312619
0.804588 0.865795
0.363046 0.373038
0.475206 0.355782
0.045145 0.490000
0.037275 0.462305
0.401098 0.404873
0.324982 0.375334
0.584558 0.796475
0.538341 0.584007
0.493105 0.444404
0.757131 0.851232
0.712629 0.805490
0.022614 0.427992
0.385635 0.349323
0.097896 0.423161
0.321016 0.380727
0.720232 0.789338
0.481613 0.539289
0.364803 0.314800
0.482816 0.458193
0.055026 0.441945
0.295446 0.390772
0.597557 0.595934
0.557015 0.555960
0.448046 0.322387
0.838794 0.981463
0.771820 0.968614
0.007728 0.413058
0.113968 0.479333
0.495027 0.348777
0.596306 0.550710
0.246259 0.437317
0.376689 0.348603
0.515061 0.533806
0.058534 0.408162
0.492825 0.393937
0.679606 0.907413
0.842328 0.968303
0.706380 0.773349
0.741249 0.759530
0.602388 0.716167
0.187135 0.422850
0.516196 0.661686
0.159488 0.458254
0.050561 0.490000
0.739291 0.800010
0.088720 0.490000
0.303772 0.486426
0.450579 0.324911
0.449277 0.322413
0.556886 0.838257
0.720197 0.930061
0.745189 0.859601
0.206309 0.425731
0.477433 0.367321
0.619936 0.636630
0.170402 0.457765
0.213554 0.433422
0.263851 0.430991
0.484651 0.323965
0.220765 0.490000
0.623554 0.670624
0.185321 0.430314
0.631357 0.769581
0.637847 0.773796
0.673264 0.727370
0.251340 0.364047
0.475967 0.511062
0.450209 0.291008
0.561171 0.725694
0.395790 0.392370
0.174605 0.426854
0.029042 0.425276
0.735877 0.947408
0.040674 0.490000
0.295417 0.372484
0.799202 0.935892
0.686609 0.921017
0.591421 0.715153
0.613910 0.675811
0.694137 0.821789
0.581960 0.661805
0.353429 0.490000
0.287737 0.377392
0.146072 0.462193
0.414369 0.349996
0.556548 0.636312
0.008294 0.475884
0.121028 0.407206
0.169515 0.466070
0.388573 0.460953
0.691362 0.721875
0.272808 0.347824
0.277600 0.405765
0.023225 0.455608
0.823810 0.993331
0.002761 0.471489
0.035594 0.460540
0.175458 0.490000
0.707270 0.842783
0.761984 0.902996
0.658555 0.748383
0.205191 0.442311
0.410930 0.358579
0.399148 0.378618
0.634201 0.836716
0.180095 0.490000
0.790580 0.925291
0.005419 0.434537
0.350983 0.359063
0.046837 0.397013
0.612745 0.695453
0.834931 0.978813
0.614051 0.840250
0.325981 0.379991
0.013256 0.464782
0.653251 0.844763
0.219486 0.450461
0.727763 0.903923
0.097621 0.431190
0.336259 0.377397
0.696473 0.793304
0.431552 0.401243
0.348015 0.320438
0.261122 0.365211
0.312930 0.429751
0.141017 0.489315
0.459825 0.579772
0.884120 0.960424
0.888911 0.940435
0.662865 0.889925
0.544019 0.540057
0.453177 0.353347
0.793483 0.854523
0.697655 0.765585
0.764347 0.966014
0.746048 0.858799
0.422438 0.490000
0.742618 0.950351
0.093285 0.490000
0.713017 0.841648
0.080404 0.450378
0.370384 0.445213
0.624515 0.698086
0.735666 0.862169
0.041750 0.490000
0.042070 0.444887
0.453783 0.363466
0.814295 0.984956
0.532216 0.528543
0.660959 0.846218
0.733953 0.818215
0.701302 0.808572
0.011636 0.490000
0.558390 0.608370
0.544923 0.581762
0.464849 0.316764
0.031779 0.461675
0.475031 0.391566
0.576658 0.668502
0.831808 0.993893
0.292157 0.403505
0.727548 0.736605
0.376187 0.371685
0.670745 0.779824
0.673362 0.763201
0.139967 0.490000
0.794993 0.968106
0.586010 0.536598
0.532775 0.548338
0.637583 0.777682
0.642278 0.600467
0.782909 0.985698
0.071496 0.490000
0.774508 0.908649
0.086601 0.447032
0.113248 0.444976
0.459936 0.512821
0.072447 0.490000
0.708539 0.871754
0.212111 0.485583
0.426505 0.289306
0.157178 0.490000
0.609380 0.666501
0.025841 0.480231
0.088555 0.447873
0.406400 0.310858
0.351242 0.339301
0.114399 0.490000
0.246313 0.459847
0.611229 0.637108
0.378923 0.393838
0.215973 0.412705
0.587985 0.727610
0.093259 0.484743
0.187270 0.460907
0.734912 0.879132
0.490522 0.512293
0.409007 0.365350
0.007197 0.479660
0.726469 0.975702
0.503157 0.525986
0.094061 0.490000
0.558151 0.520786
0.720097 0.770006
0.429206 0.390248
0.453238 0.522871
0.061019 0.433448
0.462347 0.267756
0.573495 0.803547
0.639761 0.846841
0.562936 0.553297
0.650004 0.744423
0.810498 0.931667
0.690953 0.815907
0.868584 0.986744
0.500013 0.696932
0.556798 0.672942
0.216926 0.396007
0.583523 0.658078
0.288452 0.437515
0.348369 0.484029
0.478063 0.524106
0.229126 0.400686
0.748502 0.898780
0.086647 0.403583
0.592670 0.685519
0.665400 0.714100
0.526811 0.583521
0.245808 0.427179
0.670593 0.748587
0.779167 0.813110
0.678389 0.803953
0.563903 0.560943
0.413229 0.292983
0.714223 0.874826
0.161601 0.478688
0.120926 0.353165
0.595434 0.742936
0.265677 0.401556
0.273355 0.490000
0.678437 0.871353
0.565615 0.583741
0.652032 0.614227
0.690816 0.703454
0.743103 0.834106
0.645157 0.584879
0.380755 0.430255
0.015250 0.439896
0.125891 0.464637
0.247210 0.381107
0.690776 0.906493
0.636311 0.715444
0.563507 0.505810
0.380393 0.490000
0.042419 0.490000
0.188130 0.441827
0.321644 0.365738
0.140927 0.422563
0.142856 0.425274
0.441497 0.566358
